TransactionID,CustomerID,Age,Gender,Income,ProductCategory,Product,Quantity,Price,TotalAmount,PaymentMethod,StoreLocation,PurchaseDate,DayOfWeek,TimeOfDay,Promotion,Returned
2664,1911,18,Female,108914,Home,Chair,4,169.77,679.08,Credit Card,South,2024-05-08,Wednesday,Afternoon,Yes,Yes
2665,1617,19,Male,50079,Clothing,Jacket,3,394.87,1184.61,Debit Card,South,2024-08-04,Sunday,Evening,No,Yes
2666,1416,25,Male,77204,Home,Lamp,4,72.37,289.48,Credit Card,South,2024-02-01,Thursday,Afternoon,Yes,Yes
2667,1428,39,Female,97955,Electronics,Headphones,2,55.56,111.12,Credit Card,South,2024-12-27,Friday,Morning,No,Yes
2668,1945,37,Male,62515,Electronics,Phone,4,480.31,1921.24,Credit Card,West,2024-02-04,Sunday,Evening,No,Yes
2669,1650,59,Male,67259,Clothing,Jeans,3,212.09,636.27,Credit Card,North,2024-03-07,Thursday,Evening,Yes,No
2670,1556,62,Male,94427,Sports,Football,5,452.52,2262.6,Cash,North,2024-07-21,Sunday,Afternoon,Yes,No
2671,1713,37,Female,111603,Sports,Basketball,5,203.66,1018.3,Credit Card,East,2024-08-09,Friday,Afternoon,No,Yes
2672,1081,51,Male,51659,Sports,Tennis Racket,5,92.13,460.65,Credit Card,North,2024-03-28,Thursday,Evening,No,Yes
2673,1443,55,Male,71431,Sports,Basketball,4,296.72,1186.88,Cash,East,2024-03-30,Saturday,Evening,Yes,Yes
2674,1860,52,Female,88852,Electronics,Headphones,2,27.01,54.02,Credit Card,South,2024-12-11,Wednesday,Morning,No,No
2675,1811,64,Male,57473,Grocery,Milk,2,434.39,868.78,Debit Card,West,2024-05-30,Thursday,Morning,No,Yes
2676,1951,65,Female,101452,Home,Chair,4,472.65,1890.6,Cash,East,2024-04-05,Friday,Afternoon,Yes,Yes
2677,1473,65,Female,33808,Grocery,Bread,1,255.38,255.38,Debit Card,West,2024-10-14,Monday,Morning,No,No
2678,1993,23,Male,83306,Grocery,Bread,2,136.65,273.3,Cash,East,2024-11-21,Thursday,Evening,No,No
2679,1248,39,Female,52738,Grocery,Bread,4,252.35,1009.4,Cash,North,2024-01-29,Monday,Afternoon,No,Yes
2680,1218,39,Female,106547,Home,Chair,1,471.05,471.05,Debit Card,South,2024-11-21,Thursday,Evening,Yes,No
2681,1563,40,Female,32968,Clothing,Jacket,2,395.39,790.78,Credit Card,South,2024-06-18,Tuesday,Afternoon,No,Yes
2682,1297,44,Male,105870,Home,Table,1,150.12,150.12,Credit Card,West,2024-09-01,Sunday,Evening,Yes,No
2683,1807,55,Female,113575,Clothing,Jeans,4,120.26,481.04,Debit Card,East,2024-07-13,Saturday,Evening,Yes,No
2684,1987,35,Female,117966,Home,Table,2,107.58,215.16,Cash,South,2024-11-15,Friday,Morning,Yes,No
2685,1557,56,Female,76170,Sports,Basketball,4,19.36,77.44,Cash,West,2024-03-23,Saturday,Morning,No,No
2686,1596,55,Female,50926,Home,Table,1,246.65,246.65,Credit Card,East,2024-04-15,Monday,Morning,Yes,No
2687,1966,63,Male,59542,Grocery,Milk,1,124.46,124.46,Cash,West,2024-02-16,Friday,Afternoon,Yes,Yes
2688,1229,33,Female,85613,Sports,Tennis Racket,1,163.63,163.63,Cash,North,2024-01-20,Saturday,Evening,Yes,No
2689,1374,70,Male,57093,Home,Table,2,166.41,332.82,Debit Card,North,2024-03-07,Thursday,Evening,No,Yes
2690,1502,28,Female,39290,Clothing,Jeans,3,306.04,918.12,Cash,East,2024-08-24,Saturday,Evening,No,Yes
2691,1361,49,Female,104494,Clothing,Jacket,5,188.57,942.85,Debit Card,North,2024-06-24,Monday,Afternoon,Yes,Yes
2692,1644,42,Male,103812,Electronics,Tablet,1,153.68,153.68,Debit Card,East,2024-02-08,Thursday,Evening,Yes,Yes
2693,1353,28,Female,47168,Clothing,Shirt,1,471.49,471.49,Cash,South,2024-02-08,Thursday,Afternoon,No,Yes
2694,1098,22,Male,42128,Clothing,Jeans,4,151.22,604.88,Debit Card,East,2024-03-17,Sunday,Morning,Yes,No
2695,1808,69,Male,92073,Home,Lamp,3,234.3,702.9,Credit Card,South,2024-06-02,Sunday,Morning,Yes,Yes
2696,1371,61,Male,52584,Electronics,Phone,3,439.64,1318.92,Debit Card,North,2024-12-25,Wednesday,Morning,Yes,No
2697,1239,36,Male,105481,Clothing,Shirt,2,399.62,799.24,Credit Card,North,2024-07-04,Thursday,Evening,Yes,No
2698,1489,54,Female,106414,Sports,Football,1,144.74,144.74,Debit Card,East,2024-02-15,Thursday,Morning,Yes,No
2699,1332,37,Female,31069,Electronics,Laptop,1,105.95,105.95,Debit Card,South,2024-05-14,Tuesday,Evening,No,No
2700,1070,30,Male,108751,Sports,Basketball,2,446.78,893.56,Debit Card,West,2024-02-14,Wednesday,Morning,No,Yes
2701,1244,36,Male,45201,Electronics,Phone,1,387.77,387.77,Cash,North,2024-12-22,Sunday,Evening,Yes,Yes
2702,1085,32,Male,42093,Clothing,Jacket,3,282.44,847.32,Credit Card,North,2024-10-11,Friday,Evening,Yes,Yes
2703,1388,61,Female,69586,Clothing,Shirt,2,62.92,125.84,Cash,North,2024-12-12,Thursday,Evening,Yes,Yes
2704,1157,22,Male,55191,Clothing,Jeans,5,364.89,1824.45,Cash,South,2024-02-18,Sunday,Afternoon,Yes,No
2705,1778,45,Female,94101,Electronics,Headphones,1,456.09,456.09,Credit Card,North,2024-12-01,Sunday,Morning,Yes,Yes
2706,1117,50,Female,68084,Electronics,Headphones,1,60.45,60.45,Cash,South,2024-03-22,Friday,Morning,Yes,No
2707,1975,69,Female,107651,Clothing,Jeans,1,479.28,479.28,Credit Card,East,2024-09-22,Sunday,Afternoon,No,Yes
2708,1353,21,Female,89478,Clothing,Jacket,2,182.26,364.52,Cash,West,2024-03-18,Monday,Morning,Yes,No
2709,1774,65,Male,45423,Home,Chair,2,332.76,665.52,Cash,North,2024-02-17,Saturday,Evening,Yes,No
2710,1789,62,Female,34060,Grocery,Cheese,2,34.91,69.82,Debit Card,West,2024-01-12,Friday,Morning,No,Yes
2711,1622,35,Female,108275,Home,Table,5,126.55,632.75,Cash,South,2024-05-06,Monday,Morning,No,Yes
2712,1060,19,Female,44168,Clothing,Jacket,1,391.77,391.77,Cash,West,2024-02-03,Saturday,Afternoon,Yes,Yes
2713,1430,30,Male,53934,Grocery,Eggs,2,422.97,845.94,Debit Card,East,2024-09-30,Monday,Afternoon,No,Yes
2714,1292,62,Male,111664,Grocery,Bread,4,170.85,683.4,Cash,North,2024-10-22,Tuesday,Afternoon,Yes,No
2715,1537,38,Male,119901,Clothing,Jacket,3,372.63,1117.89,Debit Card,East,2024-02-27,Tuesday,Morning,Yes,Yes
2716,1977,44,Male,58150,Clothing,Jacket,2,390.25,780.5,Credit Card,West,2024-09-10,Tuesday,Evening,Yes,Yes
2717,1727,49,Male,81954,Sports,Tennis Racket,2,76.96,153.92,Credit Card,North,2024-01-17,Wednesday,Afternoon,Yes,No
2718,1261,46,Female,98010,Clothing,Jeans,4,449.8,1799.2,Debit Card,West,2024-09-02,Monday,Evening,No,Yes
2719,1100,43,Male,94368,Electronics,Phone,1,203.16,203.16,Credit Card,West,2024-06-19,Wednesday,Afternoon,Yes,Yes
2720,1452,48,Female,34891,Electronics,Headphones,3,259.13,777.39,Credit Card,North,2024-02-26,Monday,Evening,No,Yes
2721,1259,69,Male,78479,Home,Chair,5,60.81,304.05,Debit Card,South,2024-12-25,Wednesday,Afternoon,Yes,No
2722,1424,52,Female,45500,Electronics,Headphones,4,459.13,1836.52,Credit Card,West,2024-02-08,Thursday,Morning,Yes,No
2723,1766,65,Male,73626,Clothing,Jeans,3,192.65,577.95,Debit Card,East,2024-03-30,Saturday,Evening,No,Yes
2724,1512,33,Female,96395,Clothing,Shirt,4,228.78,915.12,Debit Card,North,2024-04-11,Thursday,Afternoon,No,Yes
2725,1647,61,Female,66806,Clothing,Jacket,3,338.91,1016.73,Debit Card,North,2024-01-05,Friday,Morning,Yes,No
2726,1094,56,Female,114348,Grocery,Bread,4,388.84,1555.36,Credit Card,West,2024-10-27,Sunday,Afternoon,No,Yes
2727,1703,26,Male,115410,Home,Lamp,2,198.34,396.68,Cash,South,2024-09-30,Monday,Afternoon,Yes,Yes
2728,1332,61,Female,32814,Sports,Football,3,19.54,58.62,Cash,North,2024-07-27,Saturday,Evening,No,No
2729,1556,25,Male,54769,Home,Lamp,3,428.79,1286.37,Credit Card,South,2024-05-20,Monday,Evening,No,Yes
2730,1575,35,Male,92109,Home,Chair,1,347.06,347.06,Credit Card,West,2024-10-19,Saturday,Afternoon,No,Yes
2731,1897,63,Male,69961,Grocery,Eggs,3,146.12,438.36,Cash,West,2024-08-07,Wednesday,Evening,No,Yes
2732,1300,26,Male,92387,Clothing,Jeans,2,239.95,479.9,Credit Card,North,2024-01-07,Sunday,Morning,No,Yes
2733,1990,65,Male,114981,Home,Chair,3,156.49,469.47,Cash,East,2024-12-22,Sunday,Afternoon,Yes,No
2734,1320,61,Male,83647,Grocery,Bread,2,214.17,428.34,Cash,West,2024-02-16,Friday,Evening,Yes,No
2735,1092,46,Male,90964,Sports,Football,2,343.13,686.26,Cash,East,2024-11-21,Thursday,Evening,No,Yes
2736,1459,43,Male,61379,Electronics,Headphones,5,154.36,771.8,Debit Card,North,2024-12-23,Monday,Afternoon,Yes,Yes
2737,1722,58,Male,71075,Clothing,Shirt,5,104.99,524.95,Credit Card,West,2024-03-27,Wednesday,Evening,No,Yes
2738,1730,40,Female,116302,Home,Lamp,5,66.72,333.6,Credit Card,North,2024-03-11,Monday,Afternoon,No,Yes
2739,1387,35,Female,91912,Electronics,Laptop,3,261.24,783.72,Credit Card,North,2024-09-25,Wednesday,Afternoon,Yes,Yes
2740,1911,51,Female,39566,Electronics,Tablet,5,64.81,324.05,Debit Card,North,2024-02-08,Thursday,Afternoon,No,Yes
2741,1263,34,Female,115149,Electronics,Laptop,5,428.85,2144.25,Credit Card,North,2024-10-22,Tuesday,Afternoon,No,Yes
2742,1819,37,Male,69580,Home,Chair,5,459.04,2295.2,Cash,East,2024-12-29,Sunday,Morning,Yes,No
2743,1738,60,Female,68324,Sports,Tennis Racket,4,231.95,927.8,Credit Card,West,2024-10-13,Sunday,Evening,Yes,Yes
2744,1150,39,Male,52620,Clothing,Shirt,2,47.84,95.68,Cash,North,2024-10-08,Tuesday,Morning,Yes,No
2745,1494,54,Male,110544,Home,Lamp,4,208.91,835.64,Credit Card,South,2024-10-04,Friday,Afternoon,No,Yes
2746,1932,64,Male,101999,Grocery,Eggs,4,36.27,145.08,Debit Card,West,2024-12-08,Sunday,Evening,Yes,No
2747,1786,63,Male,31818,Grocery,Cheese,1,416.82,416.82,Cash,North,2024-08-16,Friday,Morning,Yes,No
2748,1532,67,Male,99170,Sports,Tennis Racket,4,459.93,1839.72,Cash,West,2024-10-23,Wednesday,Morning,Yes,No
2749,1510,69,Male,104794,Sports,Football,3,254.78,764.34,Cash,South,2024-12-10,Tuesday,Evening,No,Yes
2750,1503,64,Female,100887,Home,Table,2,309.77,619.54,Debit Card,North,2024-08-31,Saturday,Afternoon,No,Yes
2751,1831,39,Female,71505,Home,Chair,4,238.09,952.36,Debit Card,East,2024-02-15,Thursday,Evening,Yes,Yes
2752,1105,46,Female,95327,Home,Lamp,3,6.73,20.19,Credit Card,South,2024-06-06,Thursday,Afternoon,Yes,No
2753,1062,29,Female,53534,Home,Lamp,2,33.88,67.76,Credit Card,West,2024-12-05,Thursday,Afternoon,No,No
2754,1975,41,Female,59187,Grocery,Milk,5,455.71,2278.55,Credit Card,West,2024-05-12,Sunday,Morning,No,Yes
2755,1232,39,Male,86712,Sports,Basketball,2,325.41,650.82,Debit Card,West,2024-07-23,Tuesday,Evening,No,Yes
2756,1376,25,Male,74905,Sports,Football,4,381.23,1524.92,Cash,North,2024-02-01,Thursday,Evening,No,Yes
2757,1860,31,Female,83502,Sports,Football,2,72.32,144.64,Debit Card,South,2024-04-21,Sunday,Afternoon,Yes,No
2758,1545,40,Female,50885,Sports,Football,4,74.21,296.84,Credit Card,West,2024-12-11,Wednesday,Morning,Yes,No
2759,1768,55,Male,43370,Electronics,Phone,2,360.14,720.28,Cash,North,2024-01-04,Thursday,Evening,No,Yes
2760,1145,59,Male,62896,Electronics,Phone,4,10.51,42.04,Credit Card,South,2024-04-29,Monday,Morning,Yes,Yes
2761,1641,52,Male,99910,Clothing,Jeans,4,319.14,1276.56,Credit Card,South,2024-07-03,Wednesday,Evening,No,Yes
2762,1912,53,Male,65308,Home,Chair,4,55.01,220.04,Cash,East,2024-12-17,Tuesday,Evening,Yes,No
2763,1972,44,Female,100825,Electronics,Tablet,3,187.92,563.76,Cash,East,2024-06-06,Thursday,Afternoon,Yes,No
2764,1376,49,Male,90760,Sports,Tennis Racket,2,220.36,440.72,Credit Card,East,2024-04-15,Monday,Evening,Yes,Yes
2765,1843,46,Male,114894,Sports,Basketball,5,267.01,1335.05,Cash,South,2024-05-14,Tuesday,Evening,Yes,Yes
2766,1569,31,Male,58960,Sports,Basketball,5,455.54,2277.7,Debit Card,South,2024-12-12,Thursday,Morning,Yes,Yes
2767,1381,19,Male,51624,Electronics,Headphones,5,413.02,2065.1,Debit Card,East,2024-07-04,Thursday,Morning,Yes,No
2768,1339,18,Female,87135,Home,Lamp,5,205.37,1026.85,Cash,North,2024-07-25,Thursday,Evening,No,Yes
2769,1228,37,Female,84729,Home,Chair,3,415.27,1245.81,Cash,West,2024-05-06,Monday,Morning,No,Yes
2770,1741,57,Male,30127,Grocery,Eggs,2,158.66,317.32,Debit Card,West,2024-03-27,Wednesday,Morning,Yes,No
2771,1360,54,Female,61721,Home,Table,2,288.52,577.04,Debit Card,South,2024-11-01,Friday,Evening,No,Yes
2772,1629,39,Female,30946,Grocery,Eggs,3,395.0,1185.0,Debit Card,West,2024-07-04,Thursday,Afternoon,No,Yes
2773,1203,22,Female,37629,Sports,Basketball,2,20.5,41.0,Credit Card,North,2024-01-09,Tuesday,Evening,Yes,Yes
2774,1826,47,Male,79829,Home,Chair,2,178.71,357.42,Debit Card,West,2024-04-14,Sunday,Evening,Yes,No
2775,1969,64,Male,67366,Sports,Basketball,3,284.32,852.96,Cash,North,2024-08-06,Tuesday,Evening,No,Yes
2776,1005,69,Male,106055,Electronics,Laptop,5,10.14,50.7,Cash,West,2024-07-21,Sunday,Evening,Yes,Yes
2777,1452,31,Male,84178,Clothing,Jeans,4,387.91,1551.64,Cash,South,2024-12-06,Friday,Afternoon,No,Yes
2778,1628,41,Female,41975,Home,Table,1,394.51,394.51,Cash,North,2024-11-02,Saturday,Morning,No,Yes
2779,1099,44,Female,116105,Clothing,Jacket,5,58.18,290.9,Debit Card,East,2024-09-08,Sunday,Morning,No,No
2780,1445,54,Female,63415,Home,Chair,2,272.08,544.16,Cash,North,2024-12-30,Monday,Afternoon,Yes,Yes
2781,1966,54,Male,116400,Clothing,Jeans,4,175.66,702.64,Credit Card,South,2024-08-14,Wednesday,Evening,No,Yes
2782,1757,46,Female,41871,Sports,Tennis Racket,5,253.72,1268.6,Debit Card,East,2024-05-05,Sunday,Afternoon,No,Yes
2783,1044,56,Female,96599,Clothing,Jacket,2,254.17,508.34,Debit Card,South,2024-06-14,Friday,Morning,Yes,No
2784,1046,50,Female,66755,Home,Lamp,2,136.28,272.56,Credit Card,East,2024-04-28,Sunday,Afternoon,No,Yes
2785,1415,56,Female,53174,Electronics,Phone,1,344.58,344.58,Debit Card,North,2024-04-30,Tuesday,Evening,No,Yes
2786,1065,18,Male,57469,Clothing,Jeans,4,312.84,1251.36,Debit Card,West,2024-01-01,Monday,Afternoon,Yes,No
2787,1488,43,Female,87841,Clothing,Jeans,4,368.65,1474.6,Cash,North,2024-12-02,Monday,Evening,Yes,No
2788,1083,29,Male,45177,Clothing,Shirt,2,364.88,729.76,Cash,West,2024-12-23,Monday,Afternoon,No,Yes
2789,1564,68,Female,95891,Electronics,Laptop,1,394.98,394.98,Debit Card,North,2024-06-09,Sunday,Evening,Yes,No
2790,1221,41,Male,101278,Home,Lamp,4,5.63,22.52,Credit Card,East,2024-06-10,Monday,Evening,Yes,No
2791,1171,55,Female,93166,Grocery,Milk,1,495.8,495.8,Credit Card,North,2024-04-04,Thursday,Afternoon,No,Yes
2792,1876,47,Male,101038,Electronics,Headphones,5,32.13,160.65,Cash,North,2024-11-02,Saturday,Afternoon,Yes,No
2793,1935,43,Female,34742,Clothing,Jeans,1,289.92,289.92,Cash,South,2024-10-22,Tuesday,Afternoon,No,No
2794,1513,45,Female,40066,Home,Chair,5,10.68,53.4,Debit Card,South,2024-11-01,Friday,Morning,Yes,Yes
2795,1928,63,Female,32263,Home,Lamp,1,302.08,302.08,Credit Card,South,2024-10-29,Tuesday,Morning,Yes,No
2796,1076,66,Male,66627,Sports,Basketball,2,481.05,962.1,Credit Card,East,2024-01-22,Monday,Evening,Yes,No
2797,1489,61,Male,91759,Home,Table,5,280.06,1400.3,Debit Card,South,2024-08-17,Saturday,Afternoon,Yes,No
2798,1409,24,Male,53765,Home,Lamp,2,361.8,723.6,Cash,South,2024-01-31,Wednesday,Afternoon,No,Yes
2799,1965,22,Female,71681,Home,Lamp,1,88.17,88.17,Credit Card,West,2024-01-25,Thursday,Evening,Yes,Yes
2800,1083,25,Male,117578,Grocery,Bread,2,34.35,68.7,Debit Card,East,2024-10-25,Friday,Evening,No,Yes
2801,1737,26,Male,86254,Grocery,Bread,1,396.4,396.4,Cash,East,2024-11-03,Sunday,Afternoon,Yes,No
2802,1902,55,Female,113003,Electronics,Tablet,5,28.96,144.8,Debit Card,East,2024-01-16,Tuesday,Afternoon,Yes,No
2803,1066,27,Male,58462,Home,Chair,5,65.61,328.05,Debit Card,North,2024-12-18,Wednesday,Evening,Yes,No
2804,1261,65,Female,35570,Sports,Tennis Racket,1,347.44,347.44,Debit Card,North,2024-05-11,Saturday,Morning,Yes,No
2805,1435,54,Female,64552,Clothing,Jacket,3,19.77,59.31,Debit Card,North,2024-10-29,Tuesday,Evening,No,Yes
2806,1035,44,Male,89864,Clothing,Jeans,4,218.94,875.76,Cash,South,2024-12-16,Monday,Evening,No,Yes
2807,1585,59,Male,93846,Clothing,Shirt,5,491.49,2457.45,Credit Card,East,2024-03-14,Thursday,Evening,Yes,No
2808,1635,40,Female,115267,Home,Table,2,161.52,323.04,Credit Card,East,2024-08-20,Tuesday,Afternoon,No,Yes
2809,1619,23,Female,55591,Electronics,Laptop,4,469.39,1877.56,Debit Card,West,2024-03-12,Tuesday,Evening,No,Yes
2810,1126,48,Female,118119,Home,Lamp,3,293.31,879.93,Credit Card,South,2024-12-17,Tuesday,Afternoon,Yes,Yes
2811,1825,46,Female,41115,Electronics,Tablet,4,72.87,291.48,Cash,West,2024-08-10,Saturday,Morning,Yes,No
2812,1611,51,Male,65398,Home,Lamp,5,459.16,2295.8,Cash,West,2024-09-04,Wednesday,Evening,Yes,No
2813,1405,41,Female,50630,Home,Lamp,4,411.65,1646.6,Debit Card,North,2024-03-21,Thursday,Morning,No,Yes
2814,1841,49,Male,57037,Electronics,Phone,3,78.24,234.72,Credit Card,South,2024-06-23,Sunday,Morning,No,Yes
2815,1399,20,Male,98288,Clothing,Jacket,5,419.65,2098.25,Debit Card,West,2024-02-02,Friday,Afternoon,Yes,No
2816,1370,21,Female,49686,Electronics,Headphones,2,168.58,337.16,Credit Card,South,2024-03-01,Friday,Evening,No,Yes
2817,1380,44,Male,73173,Sports,Tennis Racket,2,147.64,295.28,Credit Card,South,2024-03-17,Sunday,Morning,Yes,No
2818,1619,23,Male,105845,Clothing,Jeans,2,364.14,728.28,Debit Card,North,2024-05-23,Thursday,Morning,No,Yes
2819,1524,32,Female,55799,Home,Table,5,382.22,1911.1,Credit Card,East,2024-01-24,Wednesday,Morning,Yes,No
2820,1437,51,Male,59895,Electronics,Phone,4,313.24,1252.96,Cash,North,2024-09-14,Saturday,Morning,Yes,No
2821,1823,61,Female,49739,Clothing,Shirt,4,175.18,700.72,Debit Card,West,2024-04-21,Sunday,Evening,No,Yes
2822,1370,50,Female,89199,Clothing,Jeans,2,211.42,422.84,Cash,East,2024-09-14,Saturday,Evening,Yes,No
2823,1766,66,Female,112112,Grocery,Eggs,3,151.24,453.72,Credit Card,South,2024-11-23,Saturday,Afternoon,Yes,No
2824,1119,22,Female,98994,Sports,Football,5,17.49,87.45,Credit Card,South,2024-05-08,Wednesday,Afternoon,No,No
2825,1567,65,Male,96949,Home,Chair,1,493.57,493.57,Debit Card,West,2024-08-30,Friday,Afternoon,No,Yes
2826,1937,42,Male,99766,Grocery,Cheese,3,163.87,491.61,Cash,West,2024-02-10,Saturday,Evening,Yes,No
2827,1640,48,Female,57211,Electronics,Phone,4,279.95,1119.8,Cash,South,2024-02-22,Thursday,Afternoon,Yes,No
2828,1131,24,Male,93014,Clothing,Jacket,1,132.18,132.18,Debit Card,South,2024-01-02,Tuesday,Evening,Yes,No
2829,1824,42,Male,66354,Clothing,Jeans,2,297.49,594.98,Cash,West,2024-06-05,Wednesday,Afternoon,No,Yes
2830,1319,35,Male,57988,Electronics,Tablet,1,406.33,406.33,Cash,East,2024-04-26,Friday,Morning,Yes,No
2831,1804,55,Female,51578,Sports,Basketball,5,236.36,1181.8,Credit Card,North,2024-01-24,Wednesday,Evening,Yes,Yes
2832,1309,32,Female,69521,Sports,Tennis Racket,4,185.33,741.32,Cash,East,2024-10-09,Wednesday,Evening,No,Yes
2833,1641,22,Male,92411,Sports,Basketball,1,474.27,474.27,Credit Card,North,2024-07-06,Saturday,Evening,Yes,No
2834,1621,34,Male,89813,Home,Chair,5,68.14,340.7,Debit Card,North,2024-04-17,Wednesday,Morning,Yes,No
2835,1171,29,Male,108916,Clothing,Jeans,5,25.27,126.35,Debit Card,North,2024-05-28,Tuesday,Afternoon,Yes,Yes
2836,1120,37,Male,81949,Sports,Basketball,3,232.62,697.86,Cash,West,2024-05-10,Friday,Morning,No,Yes
2837,1018,32,Female,80462,Home,Table,4,11.2,44.8,Cash,West,2024-07-12,Friday,Evening,Yes,No
2838,1875,53,Male,45747,Grocery,Bread,1,292.61,292.61,Credit Card,West,2024-10-02,Wednesday,Morning,No,Yes
2839,1809,34,Female,47519,Home,Table,2,301.35,602.7,Credit Card,North,2024-06-02,Sunday,Evening,No,Yes
2840,1659,55,Female,104700,Grocery,Milk,4,203.44,813.76,Debit Card,North,2024-05-19,Sunday,Evening,No,Yes
2841,1237,24,Male,56526,Clothing,Jacket,3,106.76,320.28,Debit Card,East,2024-10-23,Wednesday,Evening,Yes,No
2842,1989,51,Female,86753,Clothing,Shirt,2,483.6,967.2,Credit Card,North,2024-01-15,Monday,Afternoon,Yes,No
2843,1570,61,Male,92107,Electronics,Headphones,5,356.61,1783.05,Credit Card,West,2024-05-09,Thursday,Evening,Yes,No
2844,1705,44,Female,105941,Clothing,Jeans,5,404.21,2021.05,Cash,East,2024-10-20,Sunday,Afternoon,Yes,No
2845,1637,33,Female,105210,Grocery,Milk,2,382.72,765.44,Debit Card,South,2024-12-18,Wednesday,Afternoon,No,Yes
2846,1590,49,Male,94076,Home,Table,4,262.24,1048.96,Debit Card,West,2024-07-06,Saturday,Evening,Yes,No
2847,1807,53,Female,39424,Grocery,Eggs,1,245.34,245.34,Cash,North,2024-10-26,Saturday,Afternoon,Yes,Yes
2848,1024,53,Female,53482,Home,Table,2,100.03,200.06,Cash,North,2024-12-13,Friday,Afternoon,No,No
2849,1372,19,Male,42317,Electronics,Laptop,2,306.85,613.7,Debit Card,East,2024-09-26,Thursday,Morning,No,Yes
2850,1289,29,Male,84093,Clothing,Jeans,5,82.36,411.8,Credit Card,East,2024-10-26,Saturday,Evening,Yes,No
2851,1002,64,Female,42746,Home,Table,4,353.5,1414.0,Credit Card,East,2024-11-17,Sunday,Evening,Yes,No
2852,1927,48,Male,99509,Electronics,Tablet,4,308.48,1233.92,Cash,West,2024-08-24,Saturday,Evening,Yes,No
2853,1462,29,Male,106550,Home,Chair,1,401.48,401.48,Credit Card,West,2024-04-02,Tuesday,Afternoon,No,Yes
2854,1229,61,Male,37488,Clothing,Jacket,4,285.97,1143.88,Debit Card,South,2024-05-16,Thursday,Afternoon,No,Yes
2855,1106,60,Female,77436,Home,Lamp,2,82.69,165.38,Debit Card,West,2024-01-04,Thursday,Morning,Yes,Yes
2856,1343,37,Male,91150,Home,Chair,2,366.43,732.86,Debit Card,North,2024-10-27,Sunday,Afternoon,No,Yes
2857,1416,50,Female,38236,Electronics,Headphones,5,239.77,1198.85,Debit Card,West,2024-09-02,Monday,Evening,No,Yes
2858,1849,31,Male,83834,Clothing,Jeans,4,30.27,121.08,Debit Card,South,2024-03-17,Sunday,Afternoon,No,No
2859,1673,45,Female,107925,Home,Table,3,261.53,784.59,Cash,West,2024-07-16,Tuesday,Evening,No,Yes
2860,1838,55,Female,88014,Electronics,Headphones,3,421.77,1265.31,Cash,South,2024-05-20,Monday,Afternoon,No,Yes
2861,1884,38,Male,113692,Grocery,Eggs,1,388.45,388.45,Credit Card,West,2024-09-10,Tuesday,Morning,Yes,Yes
2862,1742,35,Female,71264,Grocery,Eggs,3,439.38,1318.14,Credit Card,West,2024-06-27,Thursday,Afternoon,Yes,No
2863,1537,18,Female,60090,Sports,Football,2,366.05,732.1,Debit Card,West,2024-10-24,Thursday,Morning,Yes,Yes
2864,1621,25,Male,83357,Sports,Basketball,3,488.13,1464.39,Cash,North,2024-12-22,Sunday,Afternoon,Yes,No
2865,1226,47,Male,37256,Clothing,Shirt,3,5.65,16.95,Debit Card,South,2024-03-31,Sunday,Evening,No,No
2866,1321,24,Male,48501,Home,Table,5,119.08,595.4,Cash,West,2024-11-19,Tuesday,Evening,No,Yes
2867,1210,30,Female,81716,Home,Table,4,136.91,547.64,Debit Card,West,2024-01-20,Saturday,Morning,Yes,No
2868,1925,49,Male,104760,Sports,Basketball,3,60.17,180.51,Cash,South,2024-01-28,Sunday,Evening,No,No
2869,1054,23,Male,53467,Home,Table,1,244.05,244.05,Cash,North,2024-12-15,Sunday,Evening,No,No
2870,1401,37,Female,107581,Home,Table,5,318.75,1593.75,Credit Card,South,2024-04-30,Tuesday,Morning,No,Yes
2871,1089,34,Female,58175,Clothing,Jeans,3,138.45,415.35,Debit Card,South,2024-06-23,Sunday,Morning,No,Yes
2872,1684,66,Male,83725,Electronics,Phone,4,19.35,77.4,Debit Card,West,2024-06-20,Thursday,Afternoon,No,No
2873,1492,23,Male,50961,Sports,Football,2,442.11,884.22,Debit Card,North,2024-04-21,Sunday,Evening,Yes,No
2874,1192,49,Female,63233,Clothing,Jacket,5,262.85,1314.25,Debit Card,North,2024-12-24,Tuesday,Evening,Yes,No
2875,1510,44,Female,31177,Clothing,Jacket,5,390.36,1951.8,Credit Card,West,2024-10-23,Wednesday,Morning,Yes,Yes
2876,1821,66,Female,114040,Clothing,Shirt,1,410.24,410.24,Debit Card,North,2024-09-10,Tuesday,Morning,No,Yes
2877,1540,31,Female,87850,Sports,Tennis Racket,3,258.58,775.74,Credit Card,North,2024-04-26,Friday,Afternoon,No,Yes
2878,1473,31,Female,73065,Clothing,Jacket,1,434.65,434.65,Debit Card,South,2024-09-02,Monday,Morning,Yes,Yes
2879,1010,30,Male,89203,Sports,Tennis Racket,2,396.97,793.94,Debit Card,East,2024-05-05,Sunday,Evening,Yes,No
2880,1504,65,Female,111811,Sports,Basketball,3,496.95,1490.85,Credit Card,East,2024-10-27,Sunday,Morning,Yes,No
2881,1190,58,Male,90446,Clothing,Jeans,1,423.15,423.15,Debit Card,South,2024-08-04,Sunday,Evening,Yes,No
2882,1761,41,Male,57095,Electronics,Phone,5,474.05,2370.25,Cash,West,2024-07-14,Sunday,Morning,Yes,No
